compression_algorithm,compression_nthreads,compression_shuffle,compression_level,filesize_in_megabytes,hdf5_chunk_size,graph_execution_time
BloscLz4,1,Byte,5,0.26952648162841797,32768,144.797166ms
BloscLz4,1,Byte,1,0.34537315368652344,1024,141.283375ms
BloscLz4,1,Byte,1,0.2720918655395508,4096,140.9485ms
BloscLz4,1,Byte,1,0.24976634979248047,16384,140.340042ms
BloscLz4,1,Byte,1,0.3010368347167969,32768,141.430875ms
BloscLz4,1,Byte,5,0.3272256851196289,1024,140.645708ms
BloscLz4,1,Byte,5,0.2580089569091797,4096,141.004291ms
BloscLz4,1,Byte,5,0.2406759262084961,16384,140.555708ms
BloscLz4,1,Byte,5,0.26952648162841797,32768,142.421708ms
BloscLz4,1,Byte,9,0.29407405853271484,1024,139.26775ms
BloscLz4,1,Byte,9,0.2347726821899414,4096,138.719917ms
BloscLz4,1,Byte,9,0.22574520111083984,16384,139.45425ms
BloscLz4,1,Byte,9,0.2546806335449219,32768,143.9475ms
BloscLz4,12,Byte,5,0.3272256851196289,1024,142.381125ms
BloscLz4,12,Byte,5,0.2580089569091797,4096,145.823917ms
BloscLz4,12,Byte,5,0.2406759262084961,16384,148.058625ms
BloscLz4,12,Byte,5,0.26952648162841797,32768,150.527541ms
BloscLz4,12,Byte,1,0.34537315368652344,1024,145.92125ms
BloscLz4,12,Byte,1,0.2720918655395508,4096,144.920833ms
BloscLz4,12,Byte,1,0.24976634979248047,16384,146.707417ms
BloscLz4,12,Byte,1,0.3010368347167969,32768,148.637041ms
BloscLz4,12,Byte,5,0.3272256851196289,1024,140.630416ms
BloscLz4,12,Byte,5,0.2580089569091797,4096,142.3045ms
BloscLz4,12,Byte,5,0.2406759262084961,16384,141.275292ms
BloscLz4,12,Byte,5,0.26952648162841797,32768,143.441083ms
BloscLz4,12,Byte,9,0.29407405853271484,1024,139.130417ms
BloscLz4,12,Byte,9,0.2347726821899414,4096,153.42925ms
BloscLz4,12,Byte,9,0.22574520111083984,16384,140.431916ms
BloscLz4,12,Byte,9,0.2546806335449219,32768,145.045ms
BloscLz4,24,Byte,5,0.3272256851196289,1024,140.617375ms
BloscLz4,24,Byte,5,0.2580089569091797,4096,140.631375ms
BloscLz4,24,Byte,5,0.2406759262084961,16384,141.250917ms
BloscLz4,24,Byte,5,0.26952648162841797,32768,143.057041ms
BloscLz4,24,Byte,1,0.34537315368652344,1024,139.0485ms
BloscLz4,24,Byte,1,0.2720918655395508,4096,140.991916ms
BloscLz4,24,Byte,1,0.24976634979248047,16384,140.613125ms
BloscLz4,24,Byte,1,0.3010368347167969,32768,145.1715ms
BloscLz4,24,Byte,5,0.3272256851196289,1024,138.847542ms
BloscLz4,24,Byte,5,0.2580089569091797,4096,138.859834ms
BloscLz4,24,Byte,5,0.2406759262084961,16384,138.868167ms
BloscLz4,24,Byte,5,0.26952648162841797,32768,141.126ms
BloscLz4,24,Byte,9,0.29407405853271484,1024,139.852291ms
BloscLz4,24,Byte,9,0.2347726821899414,4096,139.713ms
BloscLz4,24,Byte,9,0.22574520111083984,16384,140.988834ms
BloscLz4,24,Byte,9,0.2546806335449219,32768,141.587458ms
Deflate,1,Byte,5,0.5010757446289062,1024,140.892542ms
Deflate,1,Byte,5,0.5177183151245117,4096,145.581667ms
Deflate,1,Byte,5,0.5792350769042969,16384,268.895125ms
Deflate,1,Byte,5,0.69915771484375,32768,524.589583ms
Deflate,1,Byte,1,0.5022077560424805,1024,147.605875ms
Deflate,1,Byte,1,0.4985637664794922,4096,148.648042ms
Deflate,1,Byte,1,0.5807027816772461,16384,162.6105ms
Deflate,1,Byte,1,0.7009315490722656,32768,228.417875ms
Deflate,1,Byte,5,0.5010757446289062,1024,142.473166ms
Deflate,1,Byte,5,0.5177183151245117,4096,146.445875ms
Deflate,1,Byte,5,0.5792350769042969,16384,269.993ms
Deflate,1,Byte,5,0.69915771484375,32768,501.358917ms
Deflate,1,Byte,9,0.5109872817993164,1024,209.79ms
Deflate,1,Byte,9,0.5290441513061523,4096,867.774541ms
Deflate,1,Byte,9,0.5922927856445312,16384,3.568849459s
Deflate,1,Byte,9,0.7147922515869141,32768,7.014184333s
Deflate,12,Byte,5,0.5010757446289062,1024,142.369208ms
Deflate,12,Byte,5,0.5177183151245117,4096,145.689834ms
Deflate,12,Byte,5,0.5792350769042969,16384,269.440708ms
Deflate,12,Byte,5,0.69915771484375,32768,498.782333ms
Deflate,12,Byte,1,0.5022077560424805,1024,144.099916ms
Deflate,12,Byte,1,0.4985637664794922,4096,148.278375ms
Deflate,12,Byte,1,0.5807027816772461,16384,162.628458ms
Deflate,12,Byte,1,0.7009315490722656,32768,238.375916ms
Deflate,12,Byte,5,0.5010757446289062,1024,150.735708ms
Deflate,12,Byte,5,0.5177183151245117,4096,151.8275ms
Deflate,12,Byte,5,0.5792350769042969,16384,274.962917ms
Deflate,12,Byte,5,0.69915771484375,32768,503.043167ms
Deflate,12,Byte,9,0.5109872817993164,1024,209.11125ms
Deflate,12,Byte,9,0.5290441513061523,4096,862.539333ms
Deflate,12,Byte,9,0.5922927856445312,16384,3.583394667s
Deflate,12,Byte,9,0.7147922515869141,32768,6.962111125s
Deflate,24,Byte,5,0.5010757446289062,1024,140.894792ms
Deflate,24,Byte,5,0.5177183151245117,4096,146.382333ms
Deflate,24,Byte,5,0.5792350769042969,16384,269.080208ms
Deflate,24,Byte,5,0.69915771484375,32768,502.415334ms
Deflate,24,Byte,1,0.5022077560424805,1024,139.450667ms
Deflate,24,Byte,1,0.4985637664794922,4096,140.617792ms
Deflate,24,Byte,1,0.5807027816772461,16384,151.831042ms
Deflate,24,Byte,1,0.7009315490722656,32768,230.623625ms
Deflate,24,Byte,5,0.5010757446289062,1024,149.650708ms
Deflate,24,Byte,5,0.5177183151245117,4096,155.316334ms
Deflate,24,Byte,5,0.5792350769042969,16384,284.113917ms
Deflate,24,Byte,5,0.69915771484375,32768,507.032ms
Deflate,24,Byte,9,0.5109872817993164,1024,209.416916ms
Deflate,24,Byte,9,0.5290441513061523,4096,853.210458ms
Deflate,24,Byte,9,0.5922927856445312,16384,3.498820541s
Deflate,24,Byte,9,0.7147922515869141,32768,6.959921208s
Deflate,1,Bit,5,0.5010757446289062,1024,140.502416ms
Deflate,1,Bit,5,0.5177183151245117,4096,145.821667ms
Deflate,1,Bit,5,0.5792350769042969,16384,270.639417ms
Deflate,1,Bit,5,0.69915771484375,32768,497.253708ms
Deflate,1,Bit,1,0.5022077560424805,1024,138.020667ms
Deflate,1,Bit,1,0.4985637664794922,4096,142.450375ms
Deflate,1,Bit,1,0.5807027816772461,16384,151.622ms
Deflate,1,Bit,1,0.7009315490722656,32768,226.408375ms
Deflate,1,Bit,5,0.5010757446289062,1024,140.8015ms
Deflate,1,Bit,5,0.5177183151245117,4096,145.643667ms
Deflate,1,Bit,5,0.5792350769042969,16384,270.360042ms
Deflate,1,Bit,5,0.69915771484375,32768,523.808583ms
Deflate,1,Bit,9,0.5109872817993164,1024,218.075792ms
Deflate,1,Bit,9,0.5290441513061523,4096,857.973458ms
Deflate,1,Bit,9,0.5922927856445312,16384,3.423710375s
Deflate,1,Bit,9,0.7147922515869141,32768,7.05137325s
Deflate,12,Bit,5,0.5010757446289062,1024,142.422834ms
Deflate,12,Bit,5,0.5177183151245117,4096,146.01825ms
Deflate,12,Bit,5,0.5792350769042969,16384,270.547875ms
Deflate,12,Bit,5,0.69915771484375,32768,494.895042ms
Deflate,12,Bit,1,0.5022077560424805,1024,138.8985ms
Deflate,12,Bit,1,0.4985637664794922,4096,137.838875ms
Deflate,12,Bit,1,0.5807027816772461,16384,151.467042ms
Deflate,12,Bit,1,0.7009315490722656,32768,227.32925ms
Deflate,12,Bit,5,0.5010757446289062,1024,144.332875ms
Deflate,12,Bit,5,0.5177183151245117,4096,144.235125ms
Deflate,12,Bit,5,0.5792350769042969,16384,267.857792ms
Deflate,12,Bit,5,0.69915771484375,32768,500.284125ms
Deflate,12,Bit,9,0.5109872817993164,1024,208.736334ms
Deflate,12,Bit,9,0.5290441513061523,4096,934.914959ms
Deflate,12,Bit,9,0.5922927856445312,16384,3.422148542s
Deflate,12,Bit,9,0.7147922515869141,32768,7.07005825s
Deflate,24,Bit,5,0.5010757446289062,1024,142.209917ms
Deflate,24,Bit,5,0.5177183151245117,4096,144.636583ms
Deflate,24,Bit,5,0.5792350769042969,16384,268.780292ms
Deflate,24,Bit,5,0.69915771484375,32768,495.66625ms
Deflate,24,Bit,1,0.5022077560424805,1024,138.432833ms
Deflate,24,Bit,1,0.4985637664794922,4096,139.436083ms
Deflate,24,Bit,1,0.5807027816772461,16384,152.059416ms
Deflate,24,Bit,1,0.7009315490722656,32768,228.12825ms
Deflate,24,Bit,5,0.5010757446289062,1024,142.062458ms
Deflate,24,Bit,5,0.5177183151245117,4096,145.5605ms
Deflate,24,Bit,5,0.5792350769042969,16384,271.1515ms
Deflate,24,Bit,5,0.69915771484375,32768,496.025209ms
Deflate,24,Bit,9,0.5109872817993164,1024,206.262583ms
Deflate,24,Bit,9,0.5290441513061523,4096,879.989916ms
Deflate,24,Bit,9,0.5922927856445312,16384,3.462485s
Deflate,24,Bit,9,0.7147922515869141,32768,7.04108725s
Deflate,1,Byte,5,0.5010757446289062,1024,143.854125ms
Deflate,1,Byte,5,0.5177183151245117,4096,147.6345ms
Deflate,1,Byte,5,0.5792350769042969,16384,268.643292ms
Deflate,1,Byte,5,0.69915771484375,32768,489.192375ms
Deflate,1,Byte,1,0.5022077560424805,1024,142.718167ms
Deflate,1,Byte,1,0.4985637664794922,4096,141.424709ms
Deflate,1,Byte,1,0.5807027816772461,16384,151.782583ms
Deflate,1,Byte,1,0.7009315490722656,32768,225.796917ms
Deflate,1,Byte,5,0.5010757446289062,1024,141.583041ms
Deflate,1,Byte,5,0.5177183151245117,4096,145.053542ms
Deflate,1,Byte,5,0.5792350769042969,16384,268.609625ms
Deflate,1,Byte,5,0.69915771484375,32768,494.659917ms
Deflate,1,Byte,9,0.5109872817993164,1024,203.507333ms
Deflate,1,Byte,9,0.5290441513061523,4096,849.508042ms
Deflate,1,Byte,9,0.5922927856445312,16384,3.513542875s
Deflate,1,Byte,9,0.7147922515869141,32768,6.947838834s
Deflate,12,Byte,5,0.5010757446289062,1024,150.091458ms
Deflate,12,Byte,5,0.5177183151245117,4096,154.891583ms
Deflate,12,Byte,5,0.5792350769042969,16384,281.494166ms
Deflate,12,Byte,5,0.69915771484375,32768,505.563708ms
Deflate,12,Byte,1,0.5022077560424805,1024,139.733916ms
Deflate,12,Byte,1,0.4985637664794922,4096,139.809625ms
Deflate,12,Byte,1,0.5807027816772461,16384,151.074875ms
Deflate,12,Byte,1,0.7009315490722656,32768,227.001209ms
Deflate,12,Byte,5,0.5010757446289062,1024,139.466666ms
Deflate,12,Byte,5,0.5177183151245117,4096,147.252833ms
Deflate,12,Byte,5,0.5792350769042969,16384,267.988916ms
Deflate,12,Byte,5,0.69915771484375,32768,499.6335ms
Deflate,12,Byte,9,0.5109872817993164,1024,207.223166ms
Deflate,12,Byte,9,0.5290441513061523,4096,849.671583ms
Deflate,12,Byte,9,0.5922927856445312,16384,3.513527541s
Deflate,12,Byte,9,0.7147922515869141,32768,6.956020083s
Deflate,24,Byte,5,0.5010757446289062,1024,139.755041ms
Deflate,24,Byte,5,0.5177183151245117,4096,144.781709ms
Deflate,24,Byte,5,0.5792350769042969,16384,270.783625ms
Deflate,24,Byte,5,0.69915771484375,32768,527.553ms
Deflate,24,Byte,1,0.5022077560424805,1024,146.712416ms
Deflate,24,Byte,1,0.4985637664794922,4096,148.117542ms
Deflate,24,Byte,1,0.5807027816772461,16384,158.131666ms
Deflate,24,Byte,1,0.7009315490722656,32768,229.4175ms
Deflate,24,Byte,5,0.5010757446289062,1024,140.359042ms
Deflate,24,Byte,5,0.5177183151245117,4096,146.836166ms
Deflate,24,Byte,5,0.5792350769042969,16384,270.300167ms
Deflate,24,Byte,5,0.69915771484375,32768,498.015833ms
Deflate,24,Byte,9,0.5109872817993164,1024,207.20725ms
Deflate,24,Byte,9,0.5290441513061523,4096,847.566125ms
Deflate,24,Byte,9,0.5922927856445312,16384,3.529944084s
Deflate,24,Byte,9,0.7147922515869141,32768,6.990904042s
BloscZstd,1,Byte,5,0.2600545883178711,1024,138.073875ms
BloscZstd,1,Byte,5,0.19075870513916016,4096,139.168083ms
BloscZstd,1,Byte,5,0.17671489715576172,16384,146.912708ms
BloscZstd,1,Byte,5,0.2090291976928711,32768,154.536875ms
BloscZstd,1,Byte,1,0.27164649963378906,1024,136.05425ms
BloscZstd,1,Byte,1,0.2430419921875,4096,139.143ms
BloscZstd,1,Byte,1,0.2575082778930664,16384,135.844541ms
BloscZstd,1,Byte,1,0.3367643356323242,32768,141.498584ms
BloscZstd,1,Byte,5,0.2600545883178711,1024,138.120292ms
BloscZstd,1,Byte,5,0.19075870513916016,4096,147.166792ms
BloscZstd,1,Byte,5,0.17671489715576172,16384,156.589375ms
BloscZstd,1,Byte,5,0.2090291976928711,32768,165.436125ms
BloscZstd,1,Byte,9,0.2520122528076172,1024,1.415770583s
BloscZstd,1,Byte,9,0.17741107940673828,4096,630.110792ms
BloscZstd,1,Byte,9,0.1357135772705078,16384,842.137375ms
BloscZstd,1,Byte,9,0.16079425811767578,32768,1.54639325s
BloscZstd,12,Byte,5,0.2600545883178711,1024,140.986875ms
BloscZstd,12,Byte,5,0.19075870513916016,4096,149.068ms
BloscZstd,12,Byte,5,0.17671489715576172,16384,154.887792ms
BloscZstd,12,Byte,5,0.2090291976928711,32768,161.329792ms
BloscZstd,12,Byte,1,0.27164649963378906,1024,145.047667ms
BloscZstd,12,Byte,1,0.2430419921875,4096,147.737458ms
BloscZstd,12,Byte,1,0.2575082778930664,16384,148.352417ms
BloscZstd,12,Byte,1,0.3367643356323242,32768,146.983459ms
BloscZstd,12,Byte,5,0.2600545883178711,1024,138.466167ms
BloscZstd,12,Byte,5,0.19075870513916016,4096,140.102292ms
BloscZstd,12,Byte,5,0.17671489715576172,16384,147.534458ms
BloscZstd,12,Byte,5,0.2090291976928711,32768,153.525917ms
BloscZstd,12,Byte,9,0.2520122528076172,1024,1.405506458s
BloscZstd,12,Byte,9,0.17741107940673828,4096,641.301042ms
BloscZstd,12,Byte,9,0.1357135772705078,16384,851.665083ms
BloscZstd,12,Byte,9,0.16079425811767578,32768,1.612043083s
BloscZstd,24,Byte,5,0.2600545883178711,1024,137.005166ms
BloscZstd,24,Byte,5,0.19075870513916016,4096,138.22975ms
BloscZstd,24,Byte,5,0.17671489715576172,16384,144.628875ms
BloscZstd,24,Byte,5,0.2090291976928711,32768,156.469709ms
BloscZstd,24,Byte,1,0.27164649963378906,1024,139.270959ms
BloscZstd,24,Byte,1,0.2430419921875,4096,142.223083ms
BloscZstd,24,Byte,1,0.2575082778930664,16384,153.850041ms
BloscZstd,24,Byte,1,0.3367643356323242,32768,148.59325ms
BloscZstd,24,Byte,5,0.2600545883178711,1024,138.275459ms
BloscZstd,24,Byte,5,0.19075870513916016,4096,137.361542ms
BloscZstd,24,Byte,5,0.17671489715576172,16384,145.61625ms
BloscZstd,24,Byte,5,0.2090291976928711,32768,157.843792ms
BloscZstd,24,Byte,9,0.2520122528076172,1024,1.396954667s
BloscZstd,24,Byte,9,0.17741107940673828,4096,642.067666ms
BloscZstd,24,Byte,9,0.1357135772705078,16384,917.365625ms
BloscZstd,24,Byte,9,0.16079425811767578,32768,1.581367041s
BloscZstd,1,Bit,5,0.2345123291015625,1024,137.164458ms
BloscZstd,1,Bit,5,0.18425846099853516,4096,139.871ms
BloscZstd,1,Bit,5,0.16411304473876953,16384,148.931375ms
BloscZstd,1,Bit,5,0.22519493103027344,32768,177.4825ms
BloscZstd,1,Bit,1,0.2465229034423828,1024,140.406167ms
BloscZstd,1,Bit,1,0.22261524200439453,4096,143.19825ms
BloscZstd,1,Bit,1,0.2634592056274414,16384,143.035334ms
BloscZstd,1,Bit,1,0.3073091506958008,32768,148.80925ms
BloscZstd,1,Bit,5,0.2345123291015625,1024,141.932416ms
BloscZstd,1,Bit,5,0.18425846099853516,4096,145.022084ms
BloscZstd,1,Bit,5,0.16411304473876953,16384,152.306875ms
BloscZstd,1,Bit,5,0.22519493103027344,32768,174.429917ms
BloscZstd,1,Bit,9,0.22254085540771484,1024,565.802417ms
BloscZstd,1,Bit,9,0.17452621459960938,4096,1.884167792s
BloscZstd,1,Bit,9,0.1822795867919922,16384,1.967644917s
BloscZstd,1,Bit,9,0.20086002349853516,32768,2.565203458s
BloscZstd,12,Bit,5,0.2345123291015625,1024,138.398042ms
BloscZstd,12,Bit,5,0.18425846099853516,4096,141.332166ms
BloscZstd,12,Bit,5,0.16411304473876953,16384,147.383875ms
BloscZstd,12,Bit,5,0.22519493103027344,32768,157.530083ms
BloscZstd,12,Bit,1,0.2465229034423828,1024,138.774666ms
BloscZstd,12,Bit,1,0.22261524200439453,4096,144.090125ms
BloscZstd,12,Bit,1,0.2634592056274414,16384,140.5755ms
BloscZstd,12,Bit,1,0.3073091506958008,32768,147.069666ms
BloscZstd,12,Bit,5,0.2345123291015625,1024,141.686833ms
BloscZstd,12,Bit,5,0.18425846099853516,4096,141.9855ms
BloscZstd,12,Bit,5,0.16411304473876953,16384,149.341167ms
BloscZstd,12,Bit,5,0.22519493103027344,32768,155.896375ms
BloscZstd,12,Bit,9,0.22254085540771484,1024,561.206583ms
BloscZstd,12,Bit,9,0.17452621459960938,4096,1.820781458s
BloscZstd,12,Bit,9,0.1822795867919922,16384,1.990846625s
BloscZstd,12,Bit,9,0.20086002349853516,32768,2.503513875s
BloscZstd,24,Bit,5,0.2345123291015625,1024,141.275083ms
BloscZstd,24,Bit,5,0.18425846099853516,4096,146.811792ms
BloscZstd,24,Bit,5,0.16411304473876953,16384,158.381917ms
BloscZstd,24,Bit,5,0.22742176055908203,32768,163.136917ms
BloscZstd,24,Bit,1,0.2465229034423828,1024,145.108792ms
BloscZstd,24,Bit,1,0.22261524200439453,4096,151.416ms
BloscZstd,24,Bit,1,0.2634592056274414,16384,150.567791ms
BloscZstd,24,Bit,1,0.3073091506958008,32768,151.653167ms
BloscZstd,24,Bit,5,0.2345123291015625,1024,139.370791ms
BloscZstd,24,Bit,5,0.18425846099853516,4096,140.682333ms
BloscZstd,24,Bit,5,0.16411304473876953,16384,146.874083ms
BloscZstd,24,Bit,5,0.22519493103027344,32768,153.08725ms
BloscZstd,24,Bit,9,0.22254085540771484,1024,562.234209ms
BloscZstd,24,Bit,9,0.17452621459960938,4096,1.796136833s
BloscZstd,24,Bit,9,0.1822795867919922,16384,2.03920875s
BloscZstd,24,Bit,9,0.20086002349853516,32768,2.476367334s
BloscZstd,1,Byte,5,0.2600545883178711,1024,136.9125ms
BloscZstd,1,Byte,5,0.19075870513916016,4096,141.507709ms
BloscZstd,1,Byte,5,0.17671489715576172,16384,145.792625ms
BloscZstd,1,Byte,5,0.2090291976928711,32768,156.771166ms
BloscZstd,1,Byte,1,0.27164649963378906,1024,145.420333ms
BloscZstd,1,Byte,1,0.2430419921875,4096,144.768667ms
BloscZstd,1,Byte,1,0.2575082778930664,16384,142.276709ms
BloscZstd,1,Byte,1,0.3367643356323242,32768,143.243042ms
BloscZstd,1,Byte,5,0.2600545883178711,1024,140.078125ms
BloscZstd,1,Byte,5,0.19075870513916016,4096,140.366834ms
BloscZstd,1,Byte,5,0.17671489715576172,16384,155.145375ms
BloscZstd,1,Byte,5,0.2090291976928711,32768,164.178334ms
BloscZstd,1,Byte,9,0.2520122528076172,1024,1.443964708s
BloscZstd,1,Byte,9,0.17741107940673828,4096,644.58775ms
BloscZstd,1,Byte,9,0.1357135772705078,16384,852.182166ms
BloscZstd,1,Byte,9,0.16079425811767578,32768,1.5620375s
BloscZstd,12,Byte,5,0.2600545883178711,1024,136.767417ms
BloscZstd,12,Byte,5,0.19075870513916016,4096,143.88325ms
BloscZstd,12,Byte,5,0.17671489715576172,16384,155.942791ms
BloscZstd,12,Byte,5,0.2090291976928711,32768,160.7675ms
BloscZstd,12,Byte,1,0.27164649963378906,1024,145.203417ms
BloscZstd,12,Byte,1,0.2430419921875,4096,149.267125ms
BloscZstd,12,Byte,1,0.2575082778930664,16384,148.6955ms
BloscZstd,12,Byte,1,0.3367643356323242,32768,148.473416ms
BloscZstd,12,Byte,5,0.2600545883178711,1024,137.047292ms
BloscZstd,12,Byte,5,0.19075870513916016,4096,139.112416ms
BloscZstd,12,Byte,5,0.17671489715576172,16384,150.51375ms
BloscZstd,12,Byte,5,0.2090291976928711,32768,155.340208ms
BloscZstd,12,Byte,9,0.2520122528076172,1024,1.42132775s
BloscZstd,12,Byte,9,0.17741107940673828,4096,632.37ms
BloscZstd,12,Byte,9,0.1357135772705078,16384,854.929209ms
BloscZstd,12,Byte,9,0.16079425811767578,32768,1.629431625s
BloscZstd,24,Byte,5,0.2600545883178711,1024,135.721958ms
BloscZstd,24,Byte,5,0.19075870513916016,4096,140.875834ms
BloscZstd,24,Byte,5,0.17671489715576172,16384,146.115291ms
BloscZstd,24,Byte,5,0.2090291976928711,32768,153.618708ms
BloscZstd,24,Byte,1,0.27164649963378906,1024,137.086167ms
BloscZstd,24,Byte,1,0.2430419921875,4096,143.338959ms
BloscZstd,24,Byte,1,0.2575082778930664,16384,146.905334ms
BloscZstd,24,Byte,1,0.3367643356323242,32768,145.659666ms
BloscZstd,24,Byte,5,0.2600545883178711,1024,139.978ms
BloscZstd,24,Byte,5,0.19075870513916016,4096,140.525042ms
BloscZstd,24,Byte,5,0.17671489715576172,16384,146.85225ms
BloscZstd,24,Byte,5,0.2090291976928711,32768,155.59675ms
BloscZstd,24,Byte,9,0.2520122528076172,1024,1.411864s
BloscZstd,24,Byte,9,0.17741107940673828,4096,664.301916ms
BloscZstd,24,Byte,9,0.1357135772705078,16384,910.768458ms
BloscZstd,24,Byte,9,0.16079425811767578,32768,1.564579042s
